Species,SPLIT,ID,SMILES,logki,source
A,0,430,Cl/C(=N\OP(=O)(OCCCCC)OCCCCC)CCl,5.91,x
A,0,431,COP(=O)(OC)O\N=C(/Cl)C(Cl)Cl,5.72,x
A,0,432,CCOP(=O)(OCC)O\N=C(/Cl)C(Cl)Cl,5.1,x
A,0,433,CCCOP(=O)(O\N=C(/Cl)C(Cl)Cl)OCCC,5.85,x
A,0,434,Cl/C(=N\OP(=O)(OCCCC)OCCCC)C(Cl)Cl,6.39,x
A,0,435,Cl/C(=N\OP(=O)(OCCCCC)OCCCCC)C(Cl)Cl,6.48,x
A,0,436,COP(=O)(OC)O\N=C(\F)Cl,4.76,x
A,0,437,CCOP(=O)(OCC)O\N=C(\F)Cl,5.27,x
A,0,438,CCCOP(=O)(O\N=C(\F)Cl)OCCC,5.18,x
A,0,439,F\C(Cl)=N\OP(=O)(OCCCC)OCCCC,5.29,x
A,0,440,F\C(Cl)=N\OP(=O)(OCCCCC)OCCCCC,5.99,x
A,0,441,CCOP(=O)(OCC)O\N=C(/Cl)CC,3.47,x
A,0,442,CCOP(=O)(OCC)O\N=C(/Cl)CCC,3.63,x
A,0,443,CCOP(=O)(OCC)O\N=C(/Cl)CCCC,3.78,x
A,0,444,CCOP(=O)(OCC)O\N=C(/Cl)C(C)C,2.78,x
A,0,445,O=P(C)(OCC)O\N=C(/Cl)C,3.32,x
A,0,446,CCCOP(C)(=O)O\N=C(/Cl)C,3.49,x
A,0,447,O=P(C)(OC(C)C)O\N=C(/Cl)C,4.93,x
A,0,448,Cl/C(C)=N\OP(C)(=O)OCCCC,3.93,x
A,0,449,Cl/C(C)=N\OP(C)(=O)OCCCCC,4.46,x
A,0,450,Cl/C(C)=N\OP(C)(=O)OCCCCCC,5,x
A,0,451,Cl/C(=N\OP(C)(=O)OCCCC)CC,3.66,x
A,0,452,Cl/C(=N\OP(C)(=O)OCCCC)CCC,3.66,x
A,0,453,Cl/C(=N\OP(C)(=O)OCCCC)C(C)C,3.61,x
A,0,454,Cl/C(=N\OP(C)(=O)OCCCC)CCCC,3.94,x
A,0,455,Cl/C(=N\OP(C)(=O)OCCCC)CCl,6.54,x
A,0,456,CCSP(=O)(O\N=C(/Cl)F)SCC,5.91,x
A,0,457,CCCSP(=O)(SCCC)O\N=C(/Cl)F,6.07,x
A,0,458,CCCCSP(=O)(O\N=C(/Cl)F)SCCCC,6.23,x
A,0,459,CC(C)CSP(=O)(SCC(C)C)O\N=C(/Cl)F,6.1,x
A,0,460,CCCCCSP(=O)(O\N=C(/Cl)F)SCCCCC,6.09,x
A,0,461,COP(=O)(OC)O\N=C(\Cl)CCl,5.08,v
A,0,462,CCOP(=O)(OCC)O\N=C(\Cl)CCl,4.83,v
A,0,464,CCCOP(=O)(O\N=C(\Cl)CCl)OCCC,5.25,v
A,0,465,CC(C)COP(=O)(O\N=C(\Cl)CCl)OCC(C)C,5.9,v
A,0,466,COP(=O)(OC)O\N=C(\Cl)C,4.04,v
A,0,467,CCOP(=O)(OCC)O\N=C(\Cl)C,3.64,v
A,0,468,CCCOP(=O)(O\N=C(\Cl)C)OCCC,3.36,v
A,0,469,CC(C)COP(=O)(O\N=C(\Cl)C)OCC(C)C,3.44,v
A,0,470,Cl\C(C)=N\OP(=O)(OCCCC)OCCCC,3.47,v
A,0,471,Cl\C(C)=N\OP(=O)(OCCCCC)OCCCCC,4.09,v
A,0,472,Cl\C(=N\OP(=O)(OCCCC)OCCCC)CCl,6.06,v
A,0,473,Cl\C(=N\OP(=O)(OCCCCC)OCCCCC)CCl,5.91,v
A,0,474,COP(=O)(OC)O\N=C(\Cl)C(Cl)Cl,5.72,v
A,0,475,CCOP(=O)(OCC)O\N=C(\Cl)C(Cl)Cl,5.1,v
A,0,476,CCCOP(=O)(O\N=C(\Cl)C(Cl)Cl)OCCC,5.85,v
A,0,477,Cl\C(=N\OP(=O)(OCCCC)OCCCC)C(Cl)Cl,6.39,v
A,0,478,Cl\C(=N\OP(=O)(OCCCCC)OCCCCC)C(Cl)Cl,6.48,v
A,0,479,CCOP(=O)(OCC)O\N=C(\Cl)CC,3.47,v
A,0,480,CCOP(=O)(OCC)O\N=C(\Cl)CCC,3.63,v
A,0,481,CCOP(=O)(OCC)O\N=C(\Cl)CCCC,3.78,v
A,0,628,CCOP(=O)(OCC)SC(SP(=O)(OCC)OCC)C(=O)OCC,3.36,oo
A,0,629,CCCOP(=O)(OCCC)SC(SP(=O)(OCCC)OCCC)C(=O)OCC,4.65,oo
A,0,630,CC(C)OP(=O)(OC(C)C)SC(SP(=O)(OC(C)C)OC(C)C)C(=O)OCC,3.15,oo
A,0,631,CCCCOP(=O)(OCCCC)SC(SP(=O)(OCCCC)OCCCC)C(=O)OCC,4.84,oo
A,0,632,CC(C)COP(=O)(OCC(C)C)SC(SP(=O)(OCC(C)C)OCC(C)C)C(=O)OCC,4.84,oo
A,0,189,CC(OP(C)(F)=O)C(C)(C)C,7.96,m
A,0,189,CC(OP(C)(F)=O)C(C)(C)C,7.96,o
A,0,189,CC(OP(C)(F)=O)C(C)(C)C,8.28,rr
A,0,190,CC(C)OP(C)(F)=O,7.43,o
A,0,190,CC(C)OP(C)(F)=O,7.51,m
A,0,190,CC(C)OP(C)(F)=O,7.56,rr
A,0,191,N#CP(=O)(OCC)N(C)C,6.87,o
A,0,191,N#CP(=O)(OCC)N(C)C,7.26,rr
A,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.08,o
A,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.08,vv
A,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8,rr
A,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8,w
A,0,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.66,jj
A,0,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.66,rr
A,0,205,CC(C)COP(C)(=O)SCCN(CC)CC,8.66,ww
A,0,206,CCCCOP(C)(=O)SCCN(CC)CC,8.49,jj
A,0,228,O=P(C)(F)OC1CCCCC1,8.69,nn
A,0,228,O=P(C)(F)OC1CCCCC1,8.62,ww
A,0,228,O=P(C)(F)OC1CCCCC1,8.69,vv
A,0,228,O=P(C)(F)OC1CCCCC1,8.69,m
A,0,228,O=P(C)(F)OC1CCCCC1,8.62,rr
A,0,250,FP(=O)(OC(C)C)OC(C)C,5.11,rr
A,0,251,Clc1cc(OP(=O)(OC)OC)c(Cl)cc1Cl,4.36,ee
A,0,252,CCOP(=O)(OCC)SCCC(CC)CC,5.36,ee
A,0,253,CCOP(=O)(OCC)SCCN(CC)CC,6.15,ee
A,0,254,CCOP(=O)(OCC)SCC[N+](CC)(CC)CC,6.84,ee
A,0,255,CN(C)CC(CN(C)C)SP(=O)(OCC)OCC,5.61,ee
A,0,265,CP(F)(=O)OC,8.82,m
A,0,266,CP(F)(=O)OCC,7.75,m
A,0,267,CP(F)(=O)OCCC,8.4,m
A,0,268,CP(F)(=O)OCCCC,8.67,m
A,0,269,CC(C)COP(C)(F)=O,8.72,m
A,0,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,6.08,rr
A,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.34,nn
A,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.52,rr
A,0,539,FP(=O)(C)OCCCCC,7.27,r
A,0,540,CC(C)(C)COP(C)(F)=O,8.23,r
A,0,557,CP(F)(=O)OCCC(C)C,8.74,r
A,0,558,CP(F)(=O)OCC(C)CC,8.69,r
A,0,678,CC(C(=O)\C=C(/C)OP(=O)(OC)OC)c1ccccc1,4.54,ee
A,0,679,COP(=O)(OC)O\C=C(/Cl)Cl,4.44,ee
A,0,748,O=P(OC)(OC)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,5.61,rr
A,0,749,O=P(OCC)(OCC)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,6.08,rr
A,0,750,CC(C)OP(=O)(OC(C)C)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,5.7,rr
A,0,751,CP(=O)(OCC)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,6.96,rr
A,0,752,CC(C)OP(C)(=O)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,6.04,rr
A,0,753,CC(C)COP(C)(=O)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,7.86,rr
A,0,754,CC(C)(C)C(C)OP(C)(=O)Oc1ccc2c(c1)OC(O)C(Cl)=C2C,6.23,rr
A,0,755,CP(=O)(OC1CCCCC1)Oc2ccc3c(c2)OC(O)C(Cl)=C3C,7.73,rr
A,0,756,O=P(OCC)(OCC)Oc1ccc2c(c1)OC(O)C=C2C,5.84,rr
A,0,757,CP(=O)(OCC)Oc1ccc2c(c1)OC(O)C=C2C,6.68,rr
A,0,758,CC(C)COP(C)(=O)Oc1ccc2c(c1)OC(O)C=C2C,7.79,rr
A,0,759,CC(C)(C)C(C)OP(C)(=O)Oc1ccc2c(c1)OC(O)C=C2C,7,rr
A,0,760,O=P(OCC)(OCC)Oc1ccc2c(c1)OC(O)C=C2C(F)(F)F,6.38,rr
A,0,761,CP(=O)(OCC)Oc1ccc2c(c1)OC(O)C=C2C(F)(F)F,6.83,rr
A,0,762,CC(C)OP(C)(=O)Oc1ccc2c(c1)OC(O)C=C2C(F)(F)F,5.97,rr
A,0,763,CC(C)COP(C)(=O)Oc1ccc2c(c1)OC(O)C=C2C(F)(F)F,7.36,rr
A,0,764,CC(C)(C)C(C)OP(C)(=O)Oc1ccc2c(c1)OC(O)C=C2C(F)(F)F,5.94,rr
A,0,765,CP(=O)(OC1CCCCC1)Oc2ccc3c(c2)OC(O)C=C3C(F)(F)F,7.34,rr
A,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.84,xx
A,0,637,C(N+)(C)(C)CCSP(=O)(OCC)OCC,6.19,xx
D,0,132,O=P(C)(OCC)SCCC,2.72,e
D,0,133,CCOP(C)(=O)SCCCCCC,4.2,e
D,0,135,CCOP(C)(=O)SCCSCC,4.78,e
D,0,136,C[S+](CCSP(C)(=O)OCC)CC,8.4,e
D,0,189,CC(OP(C)(F)=O)C(C)(C)C,8.3,n
D,0,189,CC(OP(C)(F)=O)C(C)(C)C,7.7,ss
D,0,189,CC(OP(C)(F)=O)C(C)(C)C,9.73,ff
D,0,190,CC(C)OP(C)(F)=O,7.15,n
D,0,190,CC(C)OP(C)(F)=O,8.96,ff
D,0,191,N#CP(=O)(OCC)N(C)C,6.56,n
D,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.3,tt
D,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,9.29,ff
D,0,209,[O-][N+](=O)c1ccc(OP(C)(=O)SCCCC)cc1,6.08,ggg
D,0,224,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CC)CC,3.54,n
D,0,225,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CCC)CCC,4.26,n
D,0,227,O=P(Oc1ccc(cc1)[N+]([O-])=O)(C(C)C)C(C)C,2.94,n
D,0,228,O=P(C)(F)OC1CCCCC1,8.52,n
D,0,250,FP(=O)(OC(C)C)OC(C)C,5.96,n
D,0,250,FP(=O)(OC(C)C)OC(C)C,6.24,ff
D,0,252,CCOP(=O)(OCC)SCCC(CC)CC,5.36,e
D,0,253,CCOP(=O)(OCC)SCCN(CC)CC,6.52,n
D,0,257,COP(=O)(OC)O\C=C(\Cl)Cl,4.77,nnn
D,0,260,CCCCSP(C)(=O)OCC,3.08,e
D,0,260,CCCCSP(C)(=O)OCC,3.07,z
D,0,261,CCOP(C)(=O)SCCCCC,3.41,e
D,0,262,CSP(C)(=O)OC1CCCC1,3.41,e
D,0,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,5.08,n
D,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.12,n
D,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,7.73,ff
D,0,272,[O-][N+](=O)c1ccc(OP(=O)(OCCC)OCCC)cc1,5.93,n
D,0,273,CC(C)OP(=O)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O,4.32,n
D,0,274,[O-][N+](=O)c1ccc(OP(=O)(OCCCC)OCCCC)cc1,6.11,n
D,0,275,CC(C)COP(=O)(OCC(C)C)Oc1ccc(cc1)[N+]([O-])=O,5.88,n
D,0,276,CC(CC)OP(=O)(OC(C)CC)Oc1ccc(cc1)[N+]([O-])=O,4.68,n
D,0,277,[O-][N+](=O)c1ccc(OP(=O)(OCCCCC)OCCCCC)cc1,6.26,n
D,0,278,[O-][N+](=O)c1ccc(SP(=O)(OCC)OCC)cc1,5.67,n
D,0,279,[O-][N+](=O)c1ccccc1OP(=O)(OC)OC,3.71,n
D,0,280,[O-][N+](=O)c1ccccc1OP(=O)(OCC)OCC,4.23,n
D,0,281,[N+](=O)c1cccc(OP(=O)(OC)OC)c1,2.72,n
D,0,282,[O-][N+](=O)c1cccc(OP(=O)(OCC)OCC)c1,4.08,n
D,0,283,[O-][N+](=O)c1ccc(OP(C)(=O)OC)cc1,5.91,n
D,0,284,[O-][N+](=O)c1ccc(OP(C)(=O)OCC)cc1,6.71,n
D,0,285,[O-][N+](=O)c1ccc(OP(C)(=O)OCCC)cc1,7.08,n
D,0,286,[O-][N+](=O)c1ccc(OP(C)(=O)OC(C)C)cc1,5.85,n
D,0,287,[O-][N+](=O)c1ccc(OP(C)(=O)OCCCC)cc1,7.32,n
D,0,288,[O-][N+](=O)c1ccc(OP(C)(=O)OCC(C)C)cc1,7.96,n
D,0,289,[O-][N+](=O)c1ccc(OP(C)(=O)OC(C)CC)cc1,6.36,n
D,0,290,[O-][N+](=O)c1ccc(OP(C)(=O)OCCCCC)cc1,7.04,n
D,0,291,[O-][N+](=O)c2ccc(OP(C)(=O)OC1CCCCC1)cc2,6.66,n
D,0,292,[O-][N+](=O)c1ccc(OP(C)(=O)OC(C)C(C)(C)C)cc1,4.45,n
D,0,293,[O-][N+](=O)c1ccccc1OP(C)(=O)OC,4.54,n
D,0,294,[O-][N+](=O)c1cccc(OP(C)(=O)OC)c1,4.23,n
D,0,295,[O-][N+](=O)c1ccc(OP(=O)(OC(C)C)CC)cc1,5.46,n
D,0,296,[O-][N+](=O)c1ccc(OP(=O)(OC(C)C)CCC)cc1,4.9,n
D,0,297,CC(C)P(=O)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O,2.93,n
D,0,298,[O-][N+](=O)c1ccc(OP(=O)(OC(C)C)CCCC)cc1,5.1,n
D,0,299,CC(C)CP(=O)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O,4.32,n
D,0,300,CC(CC)P(=O)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O,3.11,n
D,0,301,CC(C)(C)P(=O)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O,0.64,n
D,0,302,[O-][N+](=O)c1ccc(OP(=O)(OC(C)C)CCCCC)cc1,5.11,n
D,0,303,[O-][N+](=O)c1ccc(OP(=O)(OCC)CC)cc1,6.26,n
D,0,304,[O-][N+](=O)c1ccc(SP(=O)(OCC)CC)cc1,6.59,n
D,0,305,[O-][N+](=O)c1ccccc1OP(=O)(OCC)CC,4.04,n
D,0,306,[O-][N+](=O)c1cccc(OP(=O)(OCC)CC)c1,4.41,n
D,0,307,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CC(C)C)CC(C)C,2.6,n
D,0,308,O=P(Oc1ccc(cc1)[N+]([O-])=O)(C(C)CC)C(C)CC,3.34,n
D,0,309,O=P(Oc1ccc(cc1)[N+]([O-])=O)(CCCCC)CCCCC,4.89,n
D,0,310,FP(=O)(OC)OC,4.86,n
D,0,311,FP(=O)(OCC)OCC,5.31,n
D,0,312,CCCOP(F)(=O)OCCC,5.96,n
D,0,313,CP(F)(=O)OC(C)CC(C)C,8.3,n
D,0,314,CCP(F)(=O)OCC,6.49,n
D,0,315,CN(C)c1cccc(OP(=O)(OC)OC)c1,3.34,n
D,0,316,CN(C)c1cccc(OP(C)(=O)OC)c1,3.04,n
D,0,317,CN(C)c1cccc(OP(=O)(OCC)OCC)c1,3.56,n
D,0,318,CN(C)c1cccc(OP(=O)(OCC)CC)c1,2.11,n
D,0,319,CCOP(=O)(CC)SCCN(CC)CC,7.61,n
D,0,320,O=P(OCC)(CC)SCCCl,4.46,n
D,0,321,CC(C)OP(=O)(OC(C)C)Oc2cc1ccccc1[n+](C)c2,6.26,n
D,0,322,O=P(OC(C)C)(OC(C)C)N(N)N,5.15,n
D,0,323,CP(=O)(OCC)SCC,2.34,e
D,0,324,CCOP(C)(=O)SCCCCCCC,4.32,e
D,0,325,CCOP(C)(=O)SCCCCCCCC,4.56,e
D,0,326,CCOP(C)(=O)SCCCCCCCCC,4.49,e
D,0,327,CCOP(C)(=O)SCCCCCCCCCC,4.2,e
D,0,328,O=P(C)(OCC)SCC(C)(C)C,4.3,e
D,0,329,CC(C)(C)CCSP(C)(=O)OCC,3.2,e
D,0,330,CCOP(C)(=O)SCCCC(C)(C)C,3.34,e
D,0,331,CCOP(C)(=O)SCCCCC(C)(C)C,3.86,e
D,0,332,CCOP(C)(=O)SCCCCCC(C)(C)C,4.04,e
D,0,333,CCOP(C)(=O)SCCCCCCC(C)(C)C,4.28,e
D,0,334,O=P(C)(OCC)SCC(C)C,3.2,e
D,0,335,CC(C)CCSP(C)(=O)OCC,3.11,e
D,0,336,CCOP(C)(=O)SCCCC(C)C,2.92,e
D,0,337,CCOP(C)(=O)SCCCCC(C)C,3.95,e
D,0,338,CCOP(C)(=O)SCCCCCCC(C)C,4.34,e
D,0,339,CP(=O)(SCCc1ccccc1)OCC,4.08,e
D,0,340,CP(=O)(OCC)SCCCc1ccccc1,4.26,e
D,0,341,CP(=O)(OCC)SCCCCc1ccccc1,4.53,e
D,0,342,CSCCSP(C)(=O)OCC,4.6,e
D,0,343,CCOP(C)(=O)SCCSCCCC,4.95,e
D,0,344,CCOP(C)(=O)SCCSCCCCCC,5.6,e
D,0,345,CCOP(C)(=O)SCCSCCCCCCCC,5.52,e
D,0,346,CCOP(C)(=O)SCCSCCCCCCCCCC,5.3,e
D,0,347,C[S+](C)CCSP(C)(=O)OCC,7.74,e
D,0,348,C[S+](CCSP(C)(=O)OCC)CCCC,8.34,e
D,0,349,C[S+](CCSP(C)(=O)OCC)CCCCCC,9.04,e
D,0,350,C[S+](CCSP(C)(=O)OCC)CCCCCCCC,8.66,e
D,0,351,C[S+](CCSP(C)(=O)OCC)CCCCCCCCCC,8.66,e
D,0,352,O=P(C)(OC)SCCCC,2.41,e
D,0,352,O=P(C)(OC)SCCCC,2.41,z
D,0,353,CCCOP(C)(=O)SCCCC,3.75,e
D,0,353,CCCOP(C)(=O)SCCCC,3.75,z
D,0,354,CCCCOP(C)(=O)SCCCC,4.15,e
D,0,354,CCCCOP(C)(=O)SCCCC,4.13,z
D,0,355,CCCCCOP(C)(=O)SCCCC,3.83,e
D,0,355,CCCCCOP(C)(=O)SCCCC,3.83,z
D,0,356,CCCCCCOP(C)(=O)SCCCC,3.62,e
D,0,356,CCCCCCOP(C)(=O)SCCCC,3.62,z
D,0,357,CP(=O)(OCCCCCCC)SCCCC,3.65,e
D,0,357,CP(=O)(OCCCCCCC)SCCCC,3.66,z
D,0,358,CP(=O)(OCCCCCCCC)SCCCC,3.61,e
D,0,358,CP(=O)(OCCCCCCCC)SCCCC,3.61,z
D,0,359,CP(=O)(OCCCCCCCCC)SCCCC,3.79,e
D,0,359,CP(=O)(OCCCCCCCCC)SCCCC,3.79,z
D,0,360,CP(=O)(OCCCCCCCCCC)SCCCC,3.46,e
D,0,360,CP(=O)(OCCCCCCCCCC)SCCCC,3.46,z
D,0,361,CCCCSP(C)(=O)OC(C)C,3.51,e
D,0,361,CCCCSP(C)(=O)OC(C)C,3.51,jjj
D,0,362,CC(C)COP(C)(=O)SCCCC,4.15,e
D,0,362,CC(C)COP(C)(=O)SCCCC,4.17,jjj
D,0,363,CC(C)CCOP(C)(=O)SCCCC,4.79,e
D,0,363,CC(C)CCOP(C)(=O)SCCCC,4.78,jjj
D,0,364,CC(C)CCCOP(C)(=O)SCCCC,5.63,e
D,0,364,CC(C)CCCOP(C)(=O)SCCCC,5.63,jjj
D,0,365,CC(C)CCCCOP(C)(=O)SCCCC,3.97,e
D,0,365,CC(C)CCCCOP(C)(=O)SCCCC,3.97,jjj
D,0,366,CC(C)CCCCCOP(C)(=O)SCCCC,3.93,e
D,0,366,CC(C)CCCCCOP(C)(=O)SCCCC,3.93,jjj
D,0,367,CC(C)(C)COP(C)(=O)SCCCC,3.77,e
D,0,368,CCOP(=O)(OCC)OC(CC)CC,2.18,e
D,0,369,CCC(CCOP(=O)(OCC)OCC)CC,4.86,e
D,0,370,CCC(CCCOP(=O)(OCC)OCC)CC,4.91,e
D,0,371,CCC(CCCCOP(=O)(OCC)OCC)CC,4.91,e
D,0,372,CCC(CC)CCCCCOP(=O)(OCC)OCC,5.15,e
D,0,373,CCC(CC)SP(=O)(OCC)OCC,4.08,e
D,0,374,CCC(CSP(=O)(OCC)OCC)CC,5.08,e
D,0,375,CCOP(=O)(OCC)SCCCC(CC)CC,5.56,e
D,0,376,CCOP(=O)(OCC)SCCCCC(CC)CC,5.63,e
D,0,377,CCOP(=O)(OCC)SCCCCCC(CC)CC,5.63,e
D,0,378,CCOP(=O)(OCC)OC(C)(C)C,3.11,e
D,0,379,CCOP(=O)(OCC)OCC(C)(C)C,3.23,e
D,0,380,CCOP(=O)(OCCC(C)(C)C)OCC,4.18,e
D,0,381,CC(C)(C)CCCOP(=O)(OCC)OCC,4.46,e
D,0,382,CC(C)(C)CCCCOP(=O)(OCC)OCC,4.92,e
D,0,383,CC(C)(C)CCSP(=O)(OCC)OCC,4.63,e
D,0,384,CCOP(=O)(OCC)SCCCC(C)(C)C,5.04,e
D,0,385,CCOP(=O)(OCC)SCCCCC(C)(C)C,5.48,e
D,0,386,CCOP(=O)(OCC)OCCC,3.18,e
D,0,387,CCOP(=O)(OCCCC)OCC,2.32,e
D,0,388,CCCCCOP(=O)(OCC)OCC,3.91,e
D,0,389,CCCCCCOP(=O)(OCC)OCC,4.52,e
D,0,390,O=P(OCCCCCCCC)(OCC)OCC,4.62,e
D,0,391,O=P(OCCCCCCCCCC)(OCC)OCC,4.95,e
D,0,392,CCSP(=O)(OCC)OCC,3.79,e
D,0,393,CCCSP(=O)(OCC)OCC,4,e
D,0,394,CCCCSP(=O)(OCC)OCC,3.85,e
D,0,395,CCOP(=O)(OCC)SCCCCC,4.46,e
D,0,396,CCOP(=O)(OCC)SCCCCCC,5,e
D,0,397,CCOP(=O)(OCC)SCCCCCCC,4.91,e
D,0,398,CCOP(=O)(OCC)SCCCCCCCC,4.98,e
D,0,399,CCOP(=O)(OCC)SCCCCCCCCC,5,e
D,0,400,CCOP(=O)(OCC)SCCCCCCCCCC,4.04,e
D,0,401,COP(C)(=O)SCCCCCC,2.79,e
D,0,402,CCCOP(C)(=O)SCCCCCC,4.49,e
D,0,403,CCCCOP(C)(=O)SCCCCCC,4.76,e
D,0,404,CCCCCOP(C)(=O)SCCCCCC,3.58,e
D,0,405,CCCCCCOP(C)(=O)SCCCCCC,3.88,e
D,0,406,CP(=O)(OCCCCCCC)SCCCCCC,3.75,e
D,0,635,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,2.98,ff
D,0,637,C(N+)(C)(C)CCSP(=O)(OCC)OCC,7.68,ff
D,0,672,[O-][N+](=O)c1ccc(OP(C)(=O)SCCCCC)cc1,5.94,ggg
D,0,673,[O-][N+](=O)c1ccc(OP(C)(=O)SCCC)cc1,5.82,ggg
D,0,674,[O-][N+](=O)c1ccc(OP(C)(=O)SCC)cc1,5.08,ggg
D,0,675,[O-][N+](=O)c1ccc(OP(C)(=O)SC)cc1,4.11,ggg
D,0,681,O=C(N)CSP(=O)(OCC)OCC,1.96,ppp
D,0,682,O=C(CSP(=O)(OCC)OCC)NC,3.48,ppp
D,0,683,O=C(CSP(=O)(OCC)OCC)NCC,2.96,ppp
D,0,684,O=C(CSP(=O)(OCC)OCC)NCCC,2.96,ppp
D,0,685,O=C(CSP(=O)(OCC)OCC)NC(C)C,2.89,ppp
D,0,686,O=C(CSP(=O)(OCC)OCC)NCCCC,3.05,ppp
D,0,688,O=C(CSP(=O)(OCC)OCC)N(CC)CC,3.85,ppp
D,0,690,O=C(CSP(=O)(OCC)OCC)N(C(C)C)C(C)C,3.36,ppp
D,0,691,O=C(CSP(=O)(OCC)OCC)N(CCCC)CCCC,4.14,ppp
D,0,692,COP(=O)(OC)SCC(=O)NC,2.65,ppp
D,0,693,O=C(CSP(=O)(OCCC)OCCC)NC,4.05,ppp
D,0,694,O=C(CSP(=O)(OC(C)C)OC(C)C)NC,1.84,ppp
D,0,696,O=C(CCSP(=O)(OCC)OCC)NC,1.67,ppp
D,0,697,CC(SP(=O)(OCC)OCC)C(=O)NC,3.27,ppp
D,0,698,CCOC(=O)CSP(=O)(OC)OC,3.61,lll
D,0,699,CCOP(=O)(OCC)SCC(=O)OCC,4.13,lll
D,0,700,CCOP(=O)(OCC)SC(C(=O)OCC)C(=O)OCC,5.62,lll
D,0,701,O=C(OC(CCOC(=O)CC)SP(=O)(OCC)OCC)CC,5.08,lll
D,0,702,CCOP(=O)(OCC)SC(COC(=O)CC)COC(=O)CC,2.3,lll
D,0,703,O=C(OC(COC(=O)CC)SP(=O)(OCC)OCC)CC,4.15,lll
D,0,704,O=P(OC)(OC)SC(C)C(=O)OCC,4.09,lll
D,0,705,CC(SP(=O)(OCC)OCC)C(=O)OCC,3.99,lll
D,0,706,COP(=O)(OC)SCCC(=O)OCC,1.18,lll
D,0,707,CCOP(=O)(OCC)SCCC(=O)OCC,1.65,lll
D,0,717,O=P(OC)(OC)SC,1.48,nnn
D,0,718,O=P(OC)(SC)SC,2.91,nnn
D,0,719,O=P(SC)(SC)SC,1.3,nnn
D,0,720,CCSP(=O)(OCC)(OCC),1.66,nnn
D,0,721,CCSP(=O)(OCC)(SCC),3.83,nnn
D,0,722,CCSP(=O)(SCC)(SCC),2.3,nnn
D,0,723,CSP(=O)(OC)SC(CC(=O)OCC)C(=O)OCC,5.1,nnn
D,0,724,CCOP(=O)(O\C=C(/Cl)Cl)OCC,5.4,nnn
D,0,725,O=C(CSP(=O)(OCC)OCC)N(C)C,3.73,ppp
D,0,726,O=C(CSP(=O)(OCC)OCC)N(CCC)CCC,3.78,ppp
D,0,727,CCCCOP(=O)(OCCCC)SCC(=O)NC,4.44,ppp
D,0,741,O=P(OC)(Sc1ccccc1)OC,2.97,qqq
D,0,742,Clc1ccccc1SP(=O)(OC)OC,3.48,qqq
D,0,743,Clc1cc(SP(=O)(OC)OC)ccc1,3.03,qqq
D,0,744,Clc1ccc(SP(=O)(OC)OC)cc1,2.99,qqq
D,0,745,O=P(OC)(Sc1ccccc1C)OC,2.97,qqq
D,0,746,O=P(OC)(Sc1cc(C)ccc1)OC,2.82,qqq
D,0,747,O=P(OC)(Sc1ccc(C)cc1)OC,3.53,qqq
D,0,189,CC(OP(C)(F)=O)C(C)(C)C,6.39,gg
D,0,190,CC(C)OP(C)(F)=O,7.65,gg
D,0,191,N#CP(=O)(OCC)N(C)C,7.28,gg
D,0,192,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.6,gg
D,0,228,O=P(C)(F)OC1CCCCC1,8.86,gg
D,0,229,O=P(OCC)(OCC)Oc1ccc2c(c1)OC(=O)C(Cl)=C2C,6.1,gg
D,0,230,O=P(OCC)(OCC)Oc1ccc2c(c1)OC(=O)C=C2C,7.14,gg
